costs,locs,techs,timesteps,cost_var
monetary,region1,ac_transmission:region2,2005-01-02 18:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-02 19:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-02 20:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-02 21:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-02 22:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-02 23:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-03 00:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-03 01:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-03 02:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-03 03:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-03 04:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-03 05:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-03 06:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-03 07:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-03 08:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-03 09:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-03 10:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-03 11:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-03 12:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-03 13:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-03 14:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-03 15:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-03 16:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-03 17:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-03 18:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-03 19:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-03 20:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-03 21:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-03 22:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-03 23:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-04 00:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-04 01:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-04 02:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-04 03:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-04 04:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-04 05:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-04 06:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-04 07:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-04 08:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-04 09:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-04 10:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-04 11:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-04 12:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-04 13:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-04 14:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-04 15:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-04 16:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-04 17:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-04 18:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-04 19:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-04 20:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-04 21:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-04 22:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-04 23:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-05 00:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-05 01:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-05 02:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-05 03:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-05 04:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-05 05:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-05 06:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-05 07:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-05 08:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-05 09:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-05 10:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-05 11:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-05 12:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-05 13:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-05 14:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-05 15:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-05 16:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-05 17:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-05 18:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-05 19:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-05 20:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-05 21:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-05 22:00:00,0.0
monetary,region1,ac_transmission:region2,2005-01-05 23:00:00,0.0
monetary,region1,ccgt,2005-01-01 00:00:00,1068.30499053097
monetary,region1,ccgt,2005-01-01 01:00:00,1075.78691764706
monetary,region1,ccgt,2005-01-01 02:00:00,1047.58689882353
monetary,region1,ccgt,2005-01-01 03:00:00,1025.21091764706
monetary,region1,ccgt,2005-01-01 04:00:00,1027.00197647059
monetary,region1,ccgt,2005-01-01 05:00:00,1049.54917647059
monetary,region1,ccgt,2005-01-01 06:00:00,1078.73534117647
monetary,region1,ccgt,2005-01-01 07:00:00,1077.834752724
monetary,region1,ccgt,2005-01-01 08:00:00,799.32672
monetary,region1,ccgt,2005-01-01 09:00:00,830.53696
monetary,region1,ccgt,2005-01-01 10:00:00,837.655341176471
monetary,region1,ccgt,2005-01-01 11:00:00,849.281637647059
monetary,region1,ccgt,2005-01-01 12:00:00,853.104357647059
monetary,region1,ccgt,2005-01-01 13:00:00,847.460197647059
monetary,region1,ccgt,2005-01-01 14:00:00,914.138597647059
monetary,region1,ccgt,2005-01-01 15:00:00,975.869797647059
monetary,region1,ccgt,2005-01-01 16:00:00,1033.74371764706
monetary,region1,ccgt,2005-01-01 17:00:00,1047.83011764706
monetary,region1,ccgt,2005-01-01 18:00:00,1014.81059764706
monetary,region1,ccgt,2005-01-01 19:00:00,978.397157647059
monetary,region1,ccgt,2005-01-01 20:00:00,930.057581176471
monetary,region1,ccgt,2005-01-01 21:00:00,856.06656
monetary,region1,ccgt,2005-01-01 22:00:00,786.14048
monetary,region1,ccgt,2005-01-01 23:00:00,1122.49705144327
monetary,region1,ccgt,2005-01-02 00:00:00,1104.86435764706
monetary,region1,ccgt,2005-01-02 01:00:00,1094.97443764706
monetary,region1,ccgt,2005-01-02 02:00:00,1067.87105882353
monetary,region1,ccgt,2005-01-02 03:00:00,1122.88803764706
monetary,region1,ccgt,2005-01-02 04:00:00,1175.52805647059
monetary,region1,ccgt,2005-01-02 05:00:00,1200.0
monetary,region1,ccgt,2005-01-02 06:00:00,1200.0
monetary,region1,ccgt,2005-01-02 07:00:00,1200.0
monetary,region1,ccgt,2005-01-02 08:00:00,1087.99075764706
monetary,region1,ccgt,2005-01-02 09:00:00,1111.71875764706
monetary,region1,ccgt,2005-01-02 10:00:00,1110.63907764706
monetary,region1,ccgt,2005-01-02 11:00:00,1103.44803764706
monetary,region1,ccgt,2005-01-02 12:00:00,1081.22693647059
monetary,region1,ccgt,2005-01-02 13:00:00,1110.25891764706
monetary,region1,ccgt,2005-01-02 14:00:00,1148.21347764706
monetary,region1,ccgt,2005-01-02 15:00:00,1199.98755764706
monetary,region1,ccgt,2005-01-02 16:00:00,1200.0
monetary,region1,ccgt,2005-01-02 17:00:00,1200.0
monetary,region1,ccgt,2005-01-02 18:00:00,1182.43491764706
monetary,region1,ccgt,2005-01-02 19:00:00,1120.86883764706
monetary,region1,ccgt,2005-01-02 20:00:00,1057.42691764706
monetary,region1,ccgt,2005-01-02 21:00:00,1080.38056610244
monetary,region1,ccgt,2005-01-02 22:00:00,1200.0
monetary,region1,ccgt,2005-01-02 23:00:00,1200.0
monetary,region1,ccgt,2005-01-03 00:00:00,1185.43523764706
monetary,region1,ccgt,2005-01-03 01:00:00,1175.14339764706
monetary,region1,ccgt,2005-01-03 02:00:00,1148.11937882353
monetary,region1,ccgt,2005-01-03 03:00:00,1199.44226429852
monetary,region1,ccgt,2005-01-03 04:00:00,1200.0
monetary,region1,ccgt,2005-01-03 05:00:00,1200.0
monetary,region1,ccgt,2005-01-03 06:00:00,1200.0
monetary,region1,ccgt,2005-01-03 07:00:00,1200.0
monetary,region1,ccgt,2005-01-03 08:00:00,1199.99999999996
monetary,region1,ccgt,2005-01-03 09:00:00,1200.0
monetary,region1,ccgt,2005-01-03 10:00:00,1200.0
monetary,region1,ccgt,2005-01-03 11:00:00,1200.0
monetary,region1,ccgt,2005-01-03 12:00:00,1200.0
monetary,region1,ccgt,2005-01-03 13:00:00,1200.0
monetary,region1,ccgt,2005-01-03 14:00:00,1200.0
monetary,region1,ccgt,2005-01-03 15:00:00,1200.0
monetary,region1,ccgt,2005-01-03 16:00:00,1200.0
monetary,region1,ccgt,2005-01-03 17:00:00,1200.0
monetary,region1,ccgt,2005-01-03 18:00:00,1200.0
monetary,region1,ccgt,2005-01-03 19:00:00,1200.0
monetary,region1,ccgt,2005-01-03 20:00:00,1200.0
monetary,region1,ccgt,2005-01-03 21:00:00,1200.0
monetary,region1,ccgt,2005-01-03 22:00:00,1200.0
monetary,region1,ccgt,2005-01-03 23:00:00,1200.0
monetary,region1,ccgt,2005-01-04 00:00:00,1200.0
monetary,region1,ccgt,2005-01-04 01:00:00,1198.89507764706
monetary,region1,ccgt,2005-01-04 02:00:00,1200.0
monetary,region1,ccgt,2005-01-04 03:00:00,1200.0
monetary,region1,ccgt,2005-01-04 04:00:00,1200.0
monetary,region1,ccgt,2005-01-04 05:00:00,1200.0
monetary,region1,ccgt,2005-01-04 06:00:00,1200.0
monetary,region1,ccgt,2005-01-04 07:00:00,1200.0
monetary,region1,ccgt,2005-01-04 08:00:00,1200.0
monetary,region1,ccgt,2005-01-04 09:00:00,1200.0
monetary,region1,ccgt,2005-01-04 10:00:00,1200.0
monetary,region1,ccgt,2005-01-04 11:00:00,1200.0
monetary,region1,ccgt,2005-01-04 12:00:00,1200.0
monetary,region1,ccgt,2005-01-04 13:00:00,1200.0
monetary,region1,ccgt,2005-01-04 14:00:00,1200.0
monetary,region1,ccgt,2005-01-04 15:00:00,1200.0
monetary,region1,ccgt,2005-01-04 16:00:00,1200.0
monetary,region1,ccgt,2005-01-04 17:00:00,1200.0
monetary,region1,ccgt,2005-01-04 18:00:00,1200.0
monetary,region1,ccgt,2005-01-04 19:00:00,1200.0
monetary,region1,ccgt,2005-01-04 20:00:00,1200.0
monetary,region1,ccgt,2005-01-04 21:00:00,1200.0
monetary,region1,ccgt,2005-01-04 22:00:00,1200.0
monetary,region1,ccgt,2005-01-04 23:00:00,1200.0
monetary,region1,ccgt,2005-01-05 00:00:00,1200.0
monetary,region1,ccgt,2005-01-05 01:00:00,1200.0
monetary,region1,ccgt,2005-01-05 02:00:00,1200.0
monetary,region1,ccgt,2005-01-05 03:00:00,1200.0
monetary,region1,ccgt,2005-01-05 04:00:00,1200.0
monetary,region1,ccgt,2005-01-05 05:00:00,1200.0
monetary,region1,ccgt,2005-01-05 06:00:00,1200.0
monetary,region1,ccgt,2005-01-05 07:00:00,1200.0
monetary,region1,ccgt,2005-01-05 08:00:00,1200.0
monetary,region1,ccgt,2005-01-05 09:00:00,1200.0
monetary,region1,ccgt,2005-01-05 10:00:00,1200.0
monetary,region1,ccgt,2005-01-05 11:00:00,1200.0
monetary,region1,ccgt,2005-01-05 12:00:00,1200.0
monetary,region1,ccgt,2005-01-05 13:00:00,1200.0
monetary,region1,ccgt,2005-01-05 14:00:00,1200.0
monetary,region1,ccgt,2005-01-05 15:00:00,1200.0
monetary,region1,ccgt,2005-01-05 16:00:00,1200.0
monetary,region1,ccgt,2005-01-05 17:00:00,1200.0
monetary,region1,ccgt,2005-01-05 18:00:00,1200.0
monetary,region1,ccgt,2005-01-05 19:00:00,1182.45219764706
monetary,region1,ccgt,2005-01-05 20:00:00,1108.37118117647
monetary,region1,ccgt,2005-01-05 21:00:00,1009.36512
monetary,region1,ccgt,2005-01-05 22:00:00,921.70016
monetary,region1,ccgt,2005-01-05 23:00:00,873.32097882353
monetary,region1,free_transmission:region1-1,2005-01-01 00:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-01 01:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-01 02:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-01 03:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-01 04:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-01 05:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-01 06:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-01 07:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-01 08:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-01 09:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-01 10:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-01 11:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-01 12:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-01 13:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-01 14:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-01 15:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-01 16:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-01 17:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-01 18:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-01 19:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-01 20:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-01 21:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-01 22:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-01 23:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-02 00:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-02 01:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-02 02:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-02 03:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-02 04:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-02 05:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-02 06:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-02 07:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-02 08:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-02 09:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-02 10:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-02 11:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-02 12:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-02 13:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-02 14:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-02 15:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-02 16:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-02 17:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-02 18:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-02 19:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-02 20:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-02 21:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-02 22:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-02 23:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-03 00:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-03 01:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-03 02:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-03 03:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-03 04:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-03 05:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-03 06:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-03 07:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-03 08:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-03 09:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-03 10:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-03 11:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-03 12:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-03 13:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-03 14:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-03 15:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-03 16:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-03 17:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-03 18:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-03 19:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-03 20:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-03 21:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-03 22:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-03 23:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-04 00:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-04 01:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-04 02:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-04 03:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-04 04:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-04 05:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-04 06:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-04 07:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-04 08:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-04 09:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-04 10:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-04 11:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-04 12:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-04 13:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-04 14:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-04 15:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-04 16:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-04 17:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-04 18:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-04 19:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-04 20:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-04 21:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-04 22:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-04 23:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-05 00:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-05 01:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-05 02:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-05 03:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-05 04:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-05 05:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-05 06:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-05 07:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-05 08:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-05 09:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-05 10:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-05 11:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-05 12:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-05 13:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-05 14:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-05 15:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-05 16:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-05 17:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-05 18:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-05 19:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-05 20:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-05 21:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-05 22:00:00,0.0
monetary,region1,free_transmission:region1-1,2005-01-05 23:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-01 00:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-01 01:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-01 02:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-01 03:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-01 04:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-01 05:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-01 06:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-01 07:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-01 08:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-01 09:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-01 10:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-01 11:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-01 12:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-01 13:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-01 14:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-01 15:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-01 16:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-01 17:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-01 18:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-01 19:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-01 20:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-01 21:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-01 22:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-01 23:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-02 00:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-02 01:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-02 02:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-02 03:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-02 04:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-02 05:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-02 06:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-02 07:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-02 08:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-02 09:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-02 10:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-02 11:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-02 12:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-02 13:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-02 14:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-02 15:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-02 16:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-02 17:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-02 18:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-02 19:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-02 20:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-02 21:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-02 22:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-02 23:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-03 00:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-03 01:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-03 02:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-03 03:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-03 04:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-03 05:00:00,0.0
monetary,region1,free_transmission:region1-2,2005-01-03 06:00:00,0.0
